Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
18-Jun,4:18,cd738a3b-ba68-44a5-8ea1-6a83116104e4,Whatreyou doing,Enroll_in_Plan,63%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
18-Jun,4:18,cd738a3b-ba68-44a5-8ea1-6a83116104e4,what are you doing,ChatBot_State,70%,I'm doing really well and excited to support the Workday community!,,
18-Jun,4:33,a2fdd098-8132-4ce6-9f72-f62623e5fc20,tell me about giving and doing,Understand_Generally,100%,Workday Giving & Doing supports the causes you care about most through our charitable donation match and our volunteer rewards programs. You can always reach out to us by email at giving.doing or you can join our Slack channel: #workday-giving-doing,,
18-Jun,4:48,20c7340c-5f93-4d17-8d41-2090746ada3f,im having a baby. what do i need to do,Request_Leave_of_Absence,82%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,1,Would be nice to have a congratulations at the beginning of this and to have it more customized since I told you what is happening
18-Jun,4:36,2795b22c-f0a2-45b3-8149-45e35e9527df,tell me about giving and doing,Understand_Generally,100%,Workday Giving & Doing supports the causes you care about most through our charitable donation match and our volunteer rewards programs. You can always reach out to us over email at giving.doing@workday.com or you can join our Slack channel: &__hash__;workday-giving-doing,,
18-Jun,4:36,7f70b70b-56b7-4e3f-bc92-55119e85f58d,tell me about giving and doing,Understand_Generally,100%,Workday Giving & Doing supports the causes you care about most through our charitable donation match and our volunteer rewards programs. You can always reach out to us over email at giving.doing@workday.com or you can join our Slack channel: #workday-giving-doing,,
18-Jun,4:37,7f70b70b-56b7-4e3f-bc92-55119e85f58d,workday safety,Get_Help_Report_Concern,74%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety@workday.com *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety@workday.com You can also reach out on the Slack channel at #workplace-safety,,
18-Jun,4:55,4af9764a-7539-40a0-ae84-6162f343a088,Tell me more about GampD,ChatBot_What_To_Ask,65%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,,
18-Jun,4:56,4af9764a-7539-40a0-ae84-6162f343a088,Tell me more about GampD,ChatBot_What_To_Ask,65%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,,
18-Jun,4:58,cd47d178-2fca-4bf5-8e47-489f4d3e5bf6,GampD,Understand_Generally,96%,Workday Giving & Doing supports the causes you care about most through our charitable donation match and our volunteer rewards programs. You can always reach out to us over email at giving.doing@workday.com or you can join our Slack channel at #workday-giving-doing Also  you can head over to our https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteDashboard?siteId=a7x800000000053AAA|Giving & Doing Community page to learn more  or https://workday.benevity.org/request-a-match|Request a Match.,,
17-Jun,16:28,bdf49a9e-801a-4339-9d30-3987ccc7a0e9,what is our leave policy,Request_Leave_of_Absence,100%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,1,liked how specific it was  especially putting phone numbers on there so i could call someone
18-Jun,5:08,0bfea1ff-618e-47e1-acc5-c74af64bf371,holiday schedule,Understand_Generally,100%,The Workday Holiday schedule can be found https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004zAAA/page/a7t8000000000M2AAI|here.,,
18-Jun,5:11,0bfea1ff-618e-47e1-acc5-c74af64bf371,Giving doing,Random_Questions,66%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,5:15,d0a85f2b-ee3f-41dc-8341-5247f67da67f,what are you thinking,ChatBot_Thinking,81%,Hmm... I don't know...,,
18-Jun,5:15,ddc6ad94-e732-4539-8953-07026da7119a,Love,ChatBot_Positive_Feedback,82%,My pleasure! Have a great Workday!,,
18-Jun,5:37,65fa2b1f-aec6-41b1-a14f-a44efe9201bb,Safety concern,Get_Help_Report_Concern,99%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety@workday.com *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety@workday.com You can also reach out on the Slack channel at #workplace-safety,,
18-Jun,5:38,65fa2b1f-aec6-41b1-a14f-a44efe9201bb,Safety concern,Get_Help_Report_Concern,99%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1 925 701 4444 (Non-Emergency) 1 925 701 5555 (Emergency) safety@workday.com *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety@workday.com You can also reach out on the Slack channel at #workplace-safety,,
18-Jun,5:40,65fa2b1f-aec6-41b1-a14f-a44efe9201bb,Safety concern,Get_Help_Report_Concern,99%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1-925-701-4444 (Non-Emergency) 1-925-701-5555 (Emergency) safety@workday.com *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety@workday.com You can also reach out on the Slack channel at #workplace-safety,,
18-Jun,5:54,87f93041-8f3a-4fce-9f9e-e7664fc747ed,safety,Get_Help_Report_Concern,95%,The Workplace Safety & Security can be contacted using the following: *North America & APJ Safety Hotlines* 1-925-701-4444 (Non-Emergency) 1-925-701-5555 (Emergency) safety@workday.com *EMEA Safety Hotlines* +353 1 707 6644 (Non-Emergency) +353 1 707 6655 (Emergency) Dublin.safety@workday.com You can also reach out on the Slack channel at #workplace-safety,,
18-Jun,10:25,2f620e89-54e0-4377-ac0e-fff84a18c901,how u doin,ChatBot_State,97%,I'm doing really well and excited to support the Workday community!,,
18-Jun,14:50,777949f2-b586-4fef-8f24-a8ce12bc9ba8,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,14:50,b4dff121-521b-4ebd-b32b-c90f57c988c6,employment verification,Get_Letter,100%,I think I can help. Please follow these steps to generate an employment verification letter:  1. Click your Worker Profile icon  2. Click the Actions icon  Worker Request  Request Reference Letter.   3. Click on the drop-down menu and click on Verification of Employment. Select either: Without Salary  With Salary  or With Salary + Variable Pay  4. Click the Submit button. You will receive your letter through your Workday Inbox  5. Click on your Inbox icon  and locate the letter.  6. Click on the PDF link to view and print your employment letter.,,
18-Jun,15:09,bccc2f9d-3575-47f9-b1bd-ca58302f79d3,when is the pleasanton summer Bash,Function_What_Is_The_Weather,75%,The weather in pleasanton is 65 degrees and Fair,,
18-Jun,15:09,2a38f404-a577-4d6f-b49c-ee7e7fdfc1f5,whats Sam doing,Random_Questions,93%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,15:09,a5e16d7d-9dd0-4444-b129-b087c7f27ea5,is weight Watchers covered under our fitness benefit,Enroll_in_Plan,97%,Workday wants to help you stay healthy and reach your fitness goals! We have a fitness reimbursement program that allows you to expense $50 per month (USD) on eligible fitness expenses.   To enroll in the fitness program:   1. Log into Workday   2. Select your Benefits icon  3. Select Change  Benefits  4. Select the Benefit Event type Add/Remove Fitness Program and Benefit Event Date  5. Attach supporting documents  6. Submit For more info  check out https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent?origin=ac#/site/a7x80000000006hAAA/page/a7t800000000A6oAAE|Workday's Fitness Program or you can view the https://wd5.myworkday.com/workday/d/inst/17498$1077/rel-task/2998$28786.htmld|Workday Learning job aid. If you're having any trouble enrolling  submit a https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948&sysparm_category=e15706fc0a0a0aa7007fc21e1ab70c2f|Service Hub request.,,
